,EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1129,RM1331,43,36-45,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81,2,5,Manager,3,Married,19392,Over_15000,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14.0
1130,RM1400,43,36-45,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510,5001_to_10000,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9.0
1131,RM029,44,36-45,No,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,Married,10248,10001_to_15000,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,
1132,RM032,44,36-45,No,Travel_Rarely,1459,Research & Development,10,4,Other,1,40,4,Male,41,3,2,Healthcare Representative,4,Married,6465,5001_to_10000,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3.0
1133,RM053,44,36-45,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,5454,5001_to_10000,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3.0
1134,RM100,44,36-45,No,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,Up_to_5000,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2.0
1135,RM287,44,36-45,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,Up_to_5000,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0.0
1136,RM494,44,36-45,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,5985,5001_to_10000,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2.0
1137,RM498,44,36-45,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,19513,Over_15000,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1.0
1138,RM544,44,36-45,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,Up_to_5000,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4.0
1139,RM618,44,36-45,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5001_to_10000,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3.0
1140,RM632,44,36-45,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,Up_to_5000,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2.0
1141,RM659,44,36-45,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,Male,61,3,1,Research Scientist,1,Married,2559,Up_to_5000,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1.0
1142,RM751,44,36-45,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,10001_to_15000,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11.0
1143,RM790,44,36-45,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,10001_to_15000,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6.0
1144,RM858,44,36-45,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,Up_to_5000,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2.0
1145,RM863,44,36-45,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,Up_to_5000,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0.0
1146,RM876,44,36-45,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,Up_to_5000,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17.0
1147,RM892,44,36-45,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,Up_to_5000,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7.0
1148,RM908,44,36-45,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,Over_15000,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10.0
1149,RM923,44,36-45,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,19190,Over_15000,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13.0
1150,RM929,44,36-45,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,5001_to_10000,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5.0
1151,RM954,44,36-45,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362,Up_to_5000,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2.0
1152,RM1043,44,36-45,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,Up_to_5000,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3.0
1153,RM1047,44,36-45,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,4,Male,49,3,1,Research Scientist,2,Single,3420,Up_to_5000,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3.0
1154,RM1052,44,36-45,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,1,Female,79,3,2,Sales Executive,3,Married,4768,Up_to_5000,9282,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0.0
1155,RM1063,44,36-45,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,10001_to_15000,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2.0
1156,RM1079,44,36-45,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,Male,32,3,4,Research Director,1,Married,16328,Over_15000,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17.0
1157,RM1141,44,36-45,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,Over_15000,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10.0
1158,RM1166,44,36-45,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,5743,5001_to_10000,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2.0
1159,RM1201,44,36-45,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,Up_to_5000,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2.0
1160,RM1215,44,36-45,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,5001_to_10000,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7.0
1161,RM1280,44,36-45,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Up_to_5000,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3.0
1162,RM1353,44,36-45,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,5001_to_10000,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2.0
1163,RM1436,44,36-45,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,Up_to_5000,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2.0
1164,RM068,45,36-45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9724,5001_to_10000,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0.0
1165,RM078,45,36-45,No,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,13245,10001_to_15000,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,
1166,RM142,45,36-45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,Up_to_5000,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,
1167,RM154,45,36-45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,Up_to_5000,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15.0
1168,RM175,45,36-45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,5001_to_10000,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3.0
1169,RM195,45,36-45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,Over_15000,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8.0
1170,RM219,45,36-45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,8865,5001_to_10000,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8.0
1171,RM245,45,36-45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,19202,Over_15000,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7.0
1172,RM250,45,36-45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5001_to_10000,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,
1173,RM269,45,36-45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,10001_to_15000,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10.0
1174,RM312,45,36-45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,5001_to_10000,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11.0
1175,RM335,45,36-45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,3697,Up_to_5000,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8.0
1176,RM408,45,36-45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,Up_to_5000,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,
1177,RM453,45,36-45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,4805,Up_to_5000,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7.0
1178,RM505,45,36-45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,4286,Up_to_5000,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0.0
1179,RM565,45,36-45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632,5001_to_10000,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1.0
1180,RM604,45,36-45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,2274,Up_to_5000,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0.0
1181,RM626,45,36-45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,10001_to_15000,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2.0
1182,RM697,45,36-45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,Up_to_5000,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8.0
1183,RM714,45,36-45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,Up_to_5000,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2.0
1184,RM719,45,36-45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633,Up_to_5000,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8.0
1185,RM756,45,36-45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,Over_15000,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1.0
1186,RM760,45,36-45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,Up_to_5000,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4.0
1187,RM806,45,36-45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,5001_to_10000,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12.0
1188,RM855,45,36-45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,Up_to_5000,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2.0
1189,RM914,45,36-45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,Over_15000,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11.0
1190,RM937,45,36-45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,18061,Over_15000,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0.0
1191,RM1035,45,36-45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,10001_to_15000,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7.0
1192,RM1038,45,36-45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,Male,55,3,3,Manufacturing Director,4,Married,9380,5001_to_10000,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2.0
1193,RM1093,45,36-45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,Up_to_5000,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3.0
1194,RM1100,45,36-45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,5001_to_10000,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7.0
1195,RM1143,45,36-45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,5001_to_10000,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4.0
1196,RM1144,45,36-45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,Up_to_5000,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5.0
1197,RM1161,45,36-45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5001_to_10000,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9.0
1198,RM1222,45,36-45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,10001_to_15000,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4.0
1199,RM1226,45,36-45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,Over_15000,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6.0
1200,RM1244,45,36-45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,5001_to_10000,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3.0
1201,RM1315,45,36-45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,5001_to_10000,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7.0
1202,RM1347,45,36-45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,5001_to_10000,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8.0
1203,RM1363,45,36-45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44,3,2,Healthcare Representative,3,Single,5399,5001_to_10000,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3.0
1204,RM1455,45,36-45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,Up_to_5000,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1.0
1205,RM030,46,46-55,No,Travel_Rarely,705,Sales,2,4,Marketing,1,38,2,Female,83,3,5,Manager,1,Single,18947,Over_15000,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,
1206,RM049,46,46-55,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,5001_to_10000,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8.0
1207,RM080,46,46-55,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,5001_to_10000,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2.0
1208,RM090,46,46-55,Yes,Travel_Rarely,669,Sales,9,2,Medical,1,118,3,Male,64,2,3,Sales Executive,4,Single,9619,5001_to_10000,13596,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7.0
1209,RM094,46,46-55,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,10001_to_15000,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5.0
1210,RM179,46,46-55,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,10001_to_15000,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7.0
1211,RM210,46,46-55,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,5001_to_10000,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,
1212,RM264,46,46-55,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,16872,Over_15000,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7.0
1213,RM366,46,46-55,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,5001_to_10000,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0.0
1214,RM413,46,46-55,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,Up_to_5000,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8.0
1215,RM430,46,46-55,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,Over_15000,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1.0
1216,RM434,46,46-55,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,5001_to_10000,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2.0
1217,RM466,46,46-55,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,10001_to_15000,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2.0
1218,RM724,46,46-55,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,10001_to_15000,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7.0
1219,RM771,46,46-55,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,Over_15000,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2.0
1220,RM779,46,46-55,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,Up_to_5000,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7.0
1221,RM811,46,46-55,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,Over_15000,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9.0
1222,RM862,46,46-55,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,Over_15000,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9.0
1223,RM870,46,46-55,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,Over_15000,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3.0
1224,RM878,46,46-55,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,5001_to_10000,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4.0
1225,RM917,46,46-55,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,Over_15000,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8.0
1226,RM944,46,46-55,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423,Up_to_5000,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7.0
1227,RM1032,46,46-55,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,10001_to_15000,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3.0
1228,RM1081,46,46-55,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,16606,Over_15000,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1.0
1229,RM1136,46,46-55,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,17567,Over_15000,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12.0
1230,RM1232,46,46-55,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,5001_to_10000,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9.0
1231,RM1236,46,46-55,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,10001_to_15000,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3.0
1232,RM1278,46,46-55,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,Over_15000,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2.0
1233,RM1286,46,46-55,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,5001_to_10000,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2.0
1234,RM1299,46,46-55,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,5001_to_10000,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7.0
1235,RM1323,46,46-55,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,5001_to_10000,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7.0
1236,RM1328,46,46-55,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,10001_to_15000,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8.0
1237,RM1334,46,46-55,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,5001_to_10000,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7.0
1238,RM272,47,46-55,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,11849,10001_to_15000,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9.0
1239,RM330,47,46-55,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,Over_15000,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1.0
1240,RM348,47,46-55,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,Up_to_5000,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0.0
1241,RM429,47,46-55,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,5001_to_10000,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4.0
1242,RM533,47,46-55,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960,Up_to_5000,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7.0
1243,RM545,47,46-55,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10001_to_15000,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13.0
1244,RM567,47,46-55,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397,5001_to_10000,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3.0
1245,RM593,47,46-55,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,Over_15000,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0.0
